Sentence,Word,Label
14,the,0
14,origin,0
14,of,0
14,the,0
14,tectonic,0
14,forces,0
14,",",0
14,what,0
14,caused,0
14,them,0
14,",",0
14,and,0
14,their,0
14,full,0
14,impact,0
14,on,0
14,the,0
14,land,0
14,beneath,0
14,except,0
14,the,0
14,visible,0
14,one,0
14,.,0
15,In,0
15,investigating,0
15,this,0
15,formation,0
15,",",0
15,the,0
15,types,0
15,of,0
15,rocks,0
15,",",0
15,and,0
15,their,0
15,generation,0
15,is,0
15,important,0
15,to,0
15,explain,0
15,the,0
15,possibilities,0
15,of,0
15,different,0
15,reactions,0
15,and,0
15,fusions,0
15,that,0
15,took,0
15,place,0
15,.,0
16,Some,0
16,of,0
16,the,0
16,mountains,0
16,essential,0
16,to,0
16,this,0
16,study,0
16,include,0
16,the,0
16,Dogtooth,1
16,Mountains,0
16,",",0
16,the,0
16,Sawtooth,1
16,Mountains,0
16,",",0
16,the,0
16,Matterhorn,1
16,Mountains,0
16,",",0
16,the,0
16,Complex,1
16,Mountains,0
16,",",0
16,and,0
16,the,0
16,Synclinal,1
16,Mountains,0
16,(,0
16,Roy,0
16,",",0
16,978,0
16,),0
16,.,0
17,Therefore,0
17,",",0
17,literature,0
17,related,0
17,to,0
17,these,0
17,formations,0
17,is,0
17,relevant,0
17,to,0
17,this,0
17,study,0
17,.,0
18,From,0
18,the,0
18,Cooperative,0
18,Institute,0
18,for,0
18,Research,0
18,in,0
18,Environmental,0
18,Sciences,0
18,",",0
18,Jones,0
18,&,0
18,Palmer,0
18,",",0
18,discovered,0
18,brought,0
18,some,0
18,new,0
18,insights,0
18,to,0
18,the,0
18,formation,0
18,of,0
18,these,0
18,mountains,0
18,.,0
19,Usually,0
19,",",0
19,the,0
19,formation,0
19,of,0
19,the,0
19,Rocky,1
19,Mountains,0
19,fascinated,0
19,most,0
19,scientists,0
19,despite,0
19,them,0
19,being,0
19,able,0
19,to,0
19,explain,0
19,the,0
19,origin,0
19,of,0
19,the,0
19,Himalayan,0
19,Mountains,0
19,.,0
20,It,0
20,appears,0
20,like,0
20,a,0
20,mystery,0
20,whereby,0
20,scientists,0
20,can,0
20,not,0
20,tell,0
20,the,0
20,root,0
20,cause,0
20,of,0
20,these,0
20,happenings,0
20,.,0
21,In,0
21,the,0
21,previous,0
21,observations,0
21,",",0
21,they,0
21,believed,0
21,that,0
21,the,0
21,oceanic,0
21,plates,0
21,were,0
21,moving,0
21,under,0
21,",",0
21,and,0
21,the,0
21,North,0
21,American,0
21,plate,0
21,rose,0
21,and,0
21,rubbed,0
21,with,0
21,the,0
21,bottom,0
21,of,0
21,the,0
21,continent,0
21,to,0
21,Colorado,0
21,from,0
21,the,0
21,ocean,0
21,.,0
22,However,0
22,",",0
22,this,0
22,study,0
22,suggests,0
22,the,0
22,removal,0
22,of,0
22,materials,0
22,that,0
22,rugged,0
22,underneath,0
22,and,0
22,caused,0
22,a,0
22,pile-up,0
22,of,0
22,materials,0
22,in,0
22,California,0
22,and,0
22,Arizona,0
22,.,0
23,This,0
23,was,0
23,unsatisfying,0
23,as,0
23,far,0
23,as,0
23,research,0
23,and,0
23,factual,0
23,findings,0
23,are,0
23,concerned,0
23,.,0
24,In,0
24,a,0
24,new,0
24,explanation,0
24,",",0
24,a,0
24,new,0
24,model,0
24,explaining,0
24,the,0
24,existence,0
24,of,0
24,a,0
24,thick,0
24,lithosphere,0
24,on,0
24,the,0
24,stiff,0
24,part,0
24,of,0
24,the,0
24,continent,0
24,’,0
24,s,0
24,bottom,0
24,.,0
25,There,0
25,was,0
25,a,0
25,protrusion,0
25,of,0
25,a,0
25,fluid,0
25,mantle,0
25,flowing,0
25,underneath,0
25,into,0
25,the,0
25,Colorado,0
25,Basin,0
25,",",0
25,which,0
25,was,0
25,a,0
25,hole,0
25,formed,0
25,after,0
25,forces,0
25,amplified,0
25,the,0
25,Pierre,0
25,Shale,0
25,peaks,0
25,on,0
25,the,0
25,central,0
25,parts,0
25,of,0
25,the,0
25,Rocky,1
25,Mountains,0
25,.,0
26,The,0
26,fluid,0
26,mantle,0
26,was,0
26,caused,0
26,by,0
26,eruptions,0
26,and,0
26,melting,0
26,of,0
26,tectonic,0
26,plates,0
26,that,0
26,gave,0
26,them,0
26,new,0
26,shapes,0
26,(,0
26,Gutscher,0
26,",",0
26,819,0
26,),0
26,.,0
27,As,0
27,a,0
27,result,0
27,",",0
27,they,0
27,would,0
27,depend,0
27,on,0
27,the,0
27,new,0
27,forces,0
27,to,0
27,be,0
27,molded,0
27,into,0
27,definite,0
27,shapes,0
27,at,0
27,they,0
27,pleased,0
27,.,0
28,A,0
28,hypothesis,0
28,from,0
28,a,0
28,study,0
28,put,0
28,forward,0
28,in,0
28,the,0
28,’,0
28,90s,0
28,",",0
28,a,0
28,collection,0
28,of,0
28,processes,0
28,was,0
28,chosen,0
28,to,0
28,explain,0
28,the,0
28,mountain,0
28,belts,0
28,and,0
28,their,0
28,movements,0
28,.,0
29,Perhaps,0
29,the,0
29,belts,0
29,are,0
29,still,0
29,adjusting,0
29,their,0
29,positions,0
29,whenever,0
29,pressure,0
29,piles,0
29,up,0
29,beneath,0
29,.,0
30,Jones,0
30,believed,0
30,that,0
30,when,0
30,pressure,0
30,at,0
30,the,0
30,bottom,0
30,increases,0
30,",",0
30,the,0
30,heat,0
30,goes,0
30,up,0
30,",",0
30,which,0
30,increases,0
30,the,0
30,likelihood,0
30,of,0
30,the,0
30,plates,0
30,melting,0
30,and,0
30,sliding,0
30,over,0
30,each,0
30,other,0
30,.,0
31,In,0
31,1915,0
31,",",0
31,a,0
31,German,0
31,meteorologist,0
31,",",0
31,Alfred,0
31,Wegener,0
31,",",0
31,investigated,0
31,the,0
31,origin,0
31,of,0
31,continents,0
31,and,0
31,oceans,0
31,.,0
32,He,0
32,discovered,0
32,that,0
32,whenever,0
32,two,0
32,points,0
32,of,0
32,plates,0
32,were,0
32,joined,0
32,",",0
32,their,0
32,rock,0
32,structure,0
32,and,0
32,fossil,0
32,record,0
32,would,0
32,be,0
32,similar,0
32,as,0
32,the,0
32,joiner,0
32,spread,0
32,the,0
32,components,0
32,of,0
32,each,0
32,material,0
32,into,0
32,the,0
32,other,0
32,(,0
32,Thompson,0
32,and,0
32,Mary,0
32,",",0
32,164,0
32,),0
32,.,0
33,Perhaps,0
33,the,0
33,rocked,0
33,formed,0
33,would,0
33,be,0
33,of,0
33,different,0
33,composition,0
33,but,0
33,often,0
33,will,0
33,have,0
33,same,0
33,properties,0
33,.,0
34,The,0
34,greatest,0
34,breakthrough,0
34,for,0
34,scientists,0
34,came,0
34,in,0
34,1950,0
34,’,0
34,s,0
34,when,0
34,scientists,0
34,sought,0
34,to,0
34,understand,0
34,the,0
34,floor,0
34,of,0
34,the,0
34,ocean,0
34,.,0
35,With,0
35,sophisticated,0
35,eco-sounding,0
35,equipment,0
35,",",0
35,they,0
35,would,0
35,understand,0
35,the,0
35,terrain,0
35,of,0
35,the,0
35,ocean,0
35,floor,0
35,and,0
35,how,0
35,it,0
35,is,0
35,connected,0
35,to,0
35,the,0
35,dry,0
35,land,0
35,mountains,0
35,.,0
36,In,0
36,one,0
36,of,0
36,the,0
36,discoveries,0
36,",",0
36,there,0
36,was,0
36,a,0
36,valley,0
36,at,0
36,the,0
36,top,0
36,ridge,0
36,.,0
37,From,0
37,a,0
37,study,0
37,by,0
37,(,0
37,Bird,0
37,",",0
37,3977,0
37,),0
37,",",0
37,the,0
37,Rocky,1
37,Mountains,0
37,consist,0
37,of,0
37,ancestral,0
37,rocks,0
37,that,0
37,were,0
37,formed,0
37,before,0
37,the,0
37,mountains,0
37,were,0
37,formed,0
37,.,0
38,Some,0
38,of,0
38,these,0
38,rocks,0
38,are,0
38,the,0
38,oldest,0
38,in,0
38,the,0
38,history,0
38,of,0
38,rocks,0
38,in,0
38,the,0
38,North,0
38,American,0
38,continent,0
38,formed,0
38,about,0
38,1.7,0
38,billion,0
38,years,0
38,ago,0
38,.,0
39,In,0
39,the,0
39,southern,0
39,part,0
39,of,0
39,the,0
39,mountains,0
39,exists,0
39,the,0
39,Pennsylvanian,0
39,ancestral,0
39,rocks,0
39,",",0
39,which,0
39,disturbed,0
39,the,0
39,mountain,0
39,building,0
39,process,0
39,as,0
39,they,0
39,shot,0
39,over,0
39,the,0
39,earth,0
39,surface,0
39,when,0
39,they,0
39,were,0
39,subjected,0
39,to,0
39,pressure,0
39,.,0
40,In,0
40,the,0
40,Mesozoic,0
40,deposition,0
40,of,0
40,rocks,0
40,in,0
40,the,0
40,Rocky,1
40,Mountains,0
40,",",0
40,a,0
40,mix,0
40,of,0
40,marine,0
40,",",0
40,continental,0
40,",",0
40,and,0
40,transitional,0
40,environments,0
40,contributed,0
40,to,0
40,the,0
40,change,0
40,of,0
40,the,0
40,sea,0
40,level,0
40,.,0
41,About,0
41,4500,0
41,meters,0
41,of,0
41,sediments,0
41,accumulated,0
41,on,0
41,the,0
41,floor,0
41,of,0
41,the,0
41,ocean,0
41,thus,0
41,driving,0
41,the,0
41,sea,0
41,to,0
41,cover,0
41,the,0
41,exposed,0
41,on,0
41,the,0
41,coastal,0
41,line,0
41,(,0
41,Bunge,0
41,",",0
41,Han,0
41,",",0
41,and,0
41,Stephen,0
41,",",0
41,337,0
41,),0
41,.,0
42,Therefore,0
42,",",0
42,submerged,0
42,land,0
42,surface,0
42,would,0
42,also,0
42,contribute,0
42,to,0
42,the,0
42,pressure,0
42,build-up,0
42,to,0
42,affect,0
42,the,0
42,formation,0
42,of,0
42,the,0
42,mountain,0
42,ranges,0
42,.,0
43,The,0
43,appearance,0
43,and,0
43,outlook,0
43,of,0
43,the,0
43,Rocky,1
43,Mountains,0
43,insinuate,0
43,a,0
43,rug,0
43,spread,0
43,between,0
43,shields,0
43,of,0
43,Canadian,0
43,ancestral,0
43,rocks,0
43,.,0
44,The,0
44,Kula,0
44,plate,0
44,",",0
44,which,0
44,holds,0
44,the,0
44,hardwood,0
44,floor,0
44,of,0
44,the,0
44,Canadian,0
44,ocean,0
44,plate,0
44,may,0
44,have,0
44,pushed,0
44,the,0
44,rug,0
44,towards,0
44,the,0
44,continental,0
44,plate,0
44,and,0
44,thus,0
44,forming,0
44,uneven,0
44,wrinkles,0
44,on,0
44,the,0
44,land,0
44,",",0
44,which,0
44,are,0
44,the,0
44,mountains,0
44,.,0
45,However,0
45,",",0
45,this,0
45,may,0
45,have,0
45,been,0
45,evident,0
45,only,0
45,near,0
45,the,0
45,coastline,0
45,as,0
45,it,0
45,explains,0
45,the,0
45,meeting,0
45,point,0
45,between,0
45,the,0
45,oceanic,0
45,and,0
45,continental,0
45,plates,0
45,.,0
46,However,0
46,",",0
46,it,0
46,does,0
46,not,0
46,explain,0
46,the,0
46,spread,0
46,and,0
46,extension,0
46,of,0
46,the,0
46,mountains,0
46,further,0
46,inland,0
46,(,0
46,Cross,0
46,&,0
46,Pilger,0
46,",",0
46,874,0
46,),0
46,.,0
47,In,0
47,their,0
47,endeavors,0
47,",",0
47,different,0
47,scientists,0
47,tried,0
47,to,0
47,come,0
47,up,0
47,with,0
47,explanations,0
47,.,0
48,In,0
48,the,0
48,subduction,0
48,process,0
48,",",0
48,it,0
48,is,0
48,crucial,0
48,to,0
48,understand,0
48,that,0
48,continental,0
48,plates,0
48,are,0
48,built,0
48,as,0
48,a,0
48,belt,0
48,",",0
48,which,0
48,can,0
48,stretch,0
48,from,0
48,one,0
48,seafloor,0
48,to,0
48,the,0
48,other,0
48,side,0
48,of,0
48,the,0
48,continental,0
48,coastline,0
48,.,0
49,This,0
49,means,0
49,that,0
49,when,0
49,subjected,0
49,to,0
49,pressure,0
49,",",0
49,the,0
49,belt,0
49,can,0
49,adjust,0
49,itself,0
49,as,0
49,it,0
49,seeks,0
49,balance,0
49,on,0
49,its,0
49,rocks,0
49,.,0
50,A,0
50,similar,0
50,relation,0
50,to,0
50,this,0
50,is,0
50,during,0
50,earthquakes,0
50,.,0
51,Often,0
51,",",0
51,when,0
51,a,0
51,tremor,0
51,takes,0
51,place,0
51,at,0
51,one,0
51,region,0
51,",",0
51,it,0
51,sends,0
51,signals,0
51,to,0
51,other,0
51,regions,0
51,within,0
51,the,0
51,same,0
51,belt,0
51,such,0
51,that,0
51,the,0
51,tremors,0
51,can,0
51,be,0
51,felt,0
51,though,0
51,not,0
51,in,0
51,the,0
51,same,0
51,magnitude,0
51,.,0
52,In,0
52,the,0
52,Rockies,0
52,",",0
52,the,0
52,pressure,0
52,built,0
52,at,0
52,the,0
52,joiner,0
52,of,0
52,the,0
52,oceanic,0
52,and,0
52,continental,0
52,plates,0
52,might,0
52,have,0
52,built,0
52,stress,0
52,on,0
52,the,0
52,belt,0
52,of,0
52,the,0
52,continental,0
52,plate,0
52,",",0
52,which,0
52,extends,0
52,in-land,0
52,(,0
52,Dickinson,0
52,et,0
52,al.,0
52,",",0
52,2,0
52,),0
52,.,0
53,As,0
53,the,0
53,continental,0
53,belt,0
53,sought,0
53,to,0
53,find,0
53,its,0
53,balance,0
53,",",0
53,the,0
53,rocks,0
53,were,0
53,moved,0
53,according,0
53,to,0
53,their,0
53,weights,0
53,and,0
53,composition,0
53,",",0
53,thus,0
53,forming,0
53,the,0
53,mountain,0
53,peaks,0
53,and,0
53,valleys,0
53,.,0
54,Looking,0
54,at,0
54,the,0
54,current,0
54,landscape,0
54,",",0
54,scientists,0
54,believe,0
54,that,0
54,the,0
54,Rockies,0
54,might,0
54,have,0
54,undergone,0
54,extreme,0
54,erosions,0
54,over,0
54,the,0
54,years,0
54,.,0
55,This,0
55,activity,0
55,stripped,0
55,the,0
55,high,0
55,plateau,0
55,to,0
55,expose,0
55,the,0
55,ancestral,0
55,rocks,0
55,beneath,0
55,.,0
56,Some,0
56,of,0
56,these,0
56,rocks,0
56,are,0
56,hard,0
56,volcanic,0
56,rocks,0
56,that,0
56,form,0
56,part,0
56,of,0
56,the,0
56,rocks,0
56,that,0
56,hold,0
56,glaciers,0
56,during,0
56,the,0
56,cold,0
56,seasons,0
56,.,0
57,The,0
57,Colorado,0
57,sedimentary,0
57,rocks,0
57,are,0
57,characterized,0
57,by,0
57,long-term,0
57,erosion,0
57,and,0
57,glaciation,0
57,activities,0
57,(,0
57,Livaccari,0
57,",",0
57,Richard,0
57,and,0
57,Frank,0
57,",",0
57,721,0
57,),0
57,.,0
58,The,0
58,sandstones,0
58,that,0
58,formed,0
58,most,0
58,parts,0
58,of,0
58,the,0
58,rocks,0
58,on,0
58,the,0
58,valleys,0
58,is,0
58,also,0
58,an,0
58,illustration,0
58,of,0
58,these,0
58,activities,0
58,.,0
59,Therefore,0
59,",",0
59,perhaps,0
59,the,0
59,mountains,0
59,were,0
59,high,0
59,and,0
59,at,0
59,the,0
59,same,0
59,height,0
59,in,0
59,terms,0
59,of,0
59,different,0
59,peaks,0
59,.,0
60,However,0
60,",",0
60,because,0
60,of,0
60,erosion,0
60,and,0
60,glaciation,0
60,processes,0
60,",",0
60,some,0
60,mountains,0
60,were,0
60,eroded,0
60,faster,0
60,than,0
60,other,0
60,ones,0
60,thus,0
60,forming,0
60,different,0
60,peaks,0
60,and,0
60,varying,0
60,sharpness,0
60,.,0
61,Also,0
61,",",0
61,due,0
61,to,0
61,the,0
61,gradually,0
61,changing,0
61,climate,0
61,",",0
61,the,0
61,existence,0
61,of,0
61,ice,0
61,in,0
61,the,0
61,region,0
61,is,0
61,being,0
61,threatened,0
61,.,0
62,Whenever,0
62,a,0
62,massive,0
62,melting,0
62,of,0
62,the,0
62,ice,0
62,takes,0
62,place,0
62,",",0
62,many,0
62,rocks,0
62,from,0
62,the,0
62,mountains,0
62,are,0
62,dragged,0
62,down-hill,0
62,and,0
62,covers,0
62,the,0
62,bottom,0
62,of,0
62,the,0
62,mountain,0
62,valleys,0
62,.,0
63,This,0
63,means,0
63,that,0
63,the,0
63,composition,0
63,of,0
63,rocks,0
63,at,0
63,the,0
63,bottom,0
63,keep,0
63,changing,0
63,(,0
63,Bird,0
63,",",0
63,751,0
63,),0
63,.,0
64,Therefore,0
64,",",0
64,whenever,0
64,the,0
64,valleys,0
64,are,0
64,subjected,0
64,to,0
64,pressure,0
64,",",0
64,the,0
64,rocks,0
64,can,0
64,mold,0
64,themselves,0
64,into,0
64,different,0
64,shapes,0
64,.,0
65,This,0
65,explains,0
65,the,0
65,lack,0
65,of,0
65,rugged,0
65,terrains,0
65,on,0
65,the,0
65,bottom,0
65,of,0
65,the,0
65,Rocky,1
65,Mountains,0
65,.,0
66,These,0
66,processes,0
66,perhaps,0
66,took,0
66,place,0
66,close,0
66,to,0
66,1.8,0
66,million,0
66,years,0
66,ago,0
66,.,0
67,Besides,0
67,",",0
67,scientists,0
67,relate,0
67,have,0
67,related,0
67,volcanic,0
67,activities,0
67,to,0
67,the,0
67,formation,0
67,of,0
67,these,0
67,mountains,0
67,.,0
68,Evaluating,0
68,the,0
68,composition,0
68,of,0
68,the,0
68,rocks,0
68,both,0
68,at,0
68,the,0
68,peak,0
68,and,0
68,valleys,0
68,on,0
68,Rocky,1
68,Mountains,0
68,",",0
68,Jones,0
68,discovered,0
68,that,0
68,most,0
68,of,0
68,the,0
68,rocks,0
68,were,0
68,volcanic,0
68,.,0
69,This,0
69,means,0
69,that,0
69,there,0
69,is,0
69,a,0
69,possibility,0
69,that,0
69,volcanic,0
69,eruptions,0
69,took,0
69,place,0
69,in,0
69,the,0
69,region,0
69,.,0
70,From,0
70,this,0
70,study,0
70,",",0
70,different,0
70,theories,0
70,",",0
70,ideologies,0
70,",",0
70,and,0
70,structural,0
70,brainstorming,0
70,take,0
70,place,0
70,.,0
71,For,0
71,instance,0
71,",",0
71,one,0
71,theory,0
71,explains,0
71,the,0
71,sliding,0
71,of,0
71,the,0
71,tectonic,0
71,plates,0
71,",",0
71,that,0
71,is,0
71,",",0
71,the,0
71,continental,0
71,plates,0
71,sliding,0
71,over,0
71,the,0
71,oceanic,0
71,plates,0
71,",",0
71,building,0
71,up,0
71,pressure,0
71,and,0
71,forming,0
71,the,0
71,inconsistent,0
71,mountain,0
71,variations,0
71,.,0
72,According,0
72,to,0
72,the,0
72,scientists,0
72,",",0
72,the,0
72,inconsistent,0
72,mountain,0
72,formation,0
72,may,0
72,have,0
72,been,0
72,triggered,0
72,by,0
72,pressure,0
72,beneath,0
72,different,0
72,types,0
72,of,0
72,rocks,0
72,(,0
72,Jones,0
72,",",0
72,Leslie,0
72,&,0
72,Sonder,0
72,",",0
72,640,0
72,),0
72,",",0
72,and,0
72,Jeffrey,0
72,.,0
73,In,0
73,another,0
73,theory,0
73,",",0
73,the,0
73,Rocky,1
73,Mountains,0
73,were,0
73,formed,0
73,when,0
73,the,0
73,oceanic,0
73,plate,0
73,collided,0
73,with,0
73,the,0
73,continental,0
73,plates,0
73,during,0
73,the,0
73,movements,0
73,of,0
73,the,0
73,tectonic,0
73,plates,0
73,.,0
74,After,0
74,meeting,0
74,and,0
74,colliding,0
74,",",0
74,they,0
74,formed,0
74,wrinkles,0
74,",",0
74,which,0
74,are,0
74,now,0
74,the,0
74,Rocky,1
74,Mountains,0
74,.,0
75,The,0
75,third,0
75,theory,0
75,suggests,0
75,eruption,0
75,of,0
75,volcanoes,0
75,on,0
75,the,0
75,west,0
75,side,0
75,of,0
75,Colorado,0
75,(,0
75,Wolf,0
75,and,0
75,John,0
75,",",0
75,98,0
75,),0
75,.,0
76,The,0
76,structure,0
76,of,0
76,the,0
76,mountains,0
76,especially,0
76,at,0
76,the,0
76,peaks,0
76,shows,0
76,the,0
76,occurrence,0
76,of,0
76,a,0
76,volcanic,0
76,eruption,0
76,.,0
77,In,0
77,one,0
77,theory,0
77,",",0
77,the,0
77,collision,0
77,between,0
77,continental,0
77,and,0
77,oceanic,0
77,plates,0
77,demonstrates,0
77,the,0
77,extent,0
77,to,0
77,which,0
77,ancestral,0
77,rocks,0
77,were,0
77,subjected,0
77,to,0
77,pressure,0
77,.,0
78,The,0
78,irregular,0
78,bounded,0
78,peninsula,0
78,was,0
78,formed,0
78,around,0
78,the,0
78,transcontinental,0
78,arch,0
78,and,0
78,was,0
78,pushed,0
78,inwards,0
78,for,0
78,form,0
78,a,0
78,bulge,0
78,upwards,0
78,",",0
78,which,0
78,became,0
78,the,0
78,mountains,0
78,.,0
79,Collisions,0
79,of,0
79,continental,0
79,and,0
79,ocean,0
79,plates,0
79,have,0
79,contributed,0
79,to,0
79,formation,0
79,of,0
79,most,0
79,coastal,0
79,mountains,0
79,over,0
79,the,0
79,years,0
79,.,0
80,Different,0
80,shapes,0
80,of,0
80,mountains,0
80,took,0
80,the,0
80,shape,0
80,that,0
80,the,0
80,magnitude,0
80,of,0
80,their,0
80,pressures,0
80,subjected,0
80,them,0
80,to,0
80,become,0
80,.,0
81,Therefore,0
81,",",0
81,the,0
81,formation,0
81,of,0
81,Rocky,1
81,Mountains,0
81,took,0
81,place,0
81,due,0
81,to,0
81,collision,0
81,of,0
81,tectonic,0
81,plates,0
81,and,0
81,forming,0
81,wrinkles,0
81,",",0
81,that,0
81,were,0
81,a,0
81,long,0
81,stretch,0
81,of,0
81,m,0
81,In,0
81,the,0
81,second,0
81,theory,0
81,",",0
81,the,0
81,Rocky,1
81,Mountains,0
81,may,0
81,have,0
81,been,0
81,formed,0
81,as,0
81,a,0
81,result,0
81,of,0
81,the,0
81,continental,0
81,plate,0
81,sliding,0
81,over,0
81,the,0
81,oceanic,0
81,plates,0
81,.,0
82,Then,0
82,when,0
82,the,0
82,plates,0
82,were,0
82,moving,0
82,",",0
82,there,0
82,were,0
82,plates,0
82,collided,0
82,",",0
82,where,0
82,they,0
82,built,0
82,up,0
82,pressure,0
82,",",0
82,which,0
82,resulted,0
82,in,0
82,melting,0
82,of,0
82,both,0
82,plates,0
82,at,0
82,the,0
82,point,0
82,of,0
82,collision,0
82,.,0
83,As,0
83,a,0
83,result,0
83,",",0
83,the,0
83,continental,0
83,plate,0
83,slide,0
83,over,0
83,the,0
83,oceanic,0
83,plate,0
83,",",0
83,which,0
83,resulted,0
83,in,0
83,building,0
83,up,0
83,stress,0
83,among,0
83,the,0
83,continental,0
83,rocks,0
83,.,0
84,In,0
84,the,0
84,process,0
84,of,0
84,stabilizing,0
84,this,0
84,stress,0
84,",",0
84,the,0
84,Rocky,1
84,Mountains,0
84,were,0
84,formed,0
84,as,0
84,the,0
84,earth,0
84,bulged,0
84,from,0
84,the,0
84,outside,0
84,(,0
84,Riter,0
84,and,0
84,Smith,0
84,",",0
84,268,0
84,),0
84,.,0
85,Therefore,0
85,",",0
85,this,0
85,formation,0
85,was,0
85,as,0
85,a,0
85,result,0
85,of,0
85,continental,0
85,rocks,0
85,stress,0
85,.,0
86,In,0
86,the,0
86,third,0
86,theory,0
86,",",0
86,the,0
86,Rocky,1
86,Mountains,0
86,were,0
86,formed,0
86,as,0
86,a,0
86,result,0
86,of,0
86,volcanic,0
86,eruptions,0
86,.,0
87,Scientists,0
87,still,0
87,believe,0
87,there,0
87,is,0
87,a,0
87,possibility,0
87,that,0
87,these,0
87,mountains,0
87,were,0
87,formed,0
87,from,0
87,volcanic,0
87,eruptions,0
87,.,0
88,As,0
88,the,0
88,earth,0
88,exploded,0
88,from,0
88,beneath,0
88,",",0
88,a,0
88,stream,0
88,of,0
88,lava,0
88,came,0
88,out,0
88,and,0
88,rolled,0
88,down,0
88,across,0
88,the,0
88,flat,0
88,area,0
88,along,0
88,the,0
88,coast,0
88,and,0
88,inland,0
88,(,0
88,Humphreys,0
88,",",0
88,576,0
88,),0
88,.,0
89,As,0
89,a,0
89,result,0
89,",",0
89,it,0
89,formed,0
89,rolling,0
89,plains,0
89,of,0
89,hills,0
89,and,0
89,valleys,0
89,",",0
89,some,0
89,which,0
89,were,0
89,higher,0
89,depending,0
89,on,0
89,the,0
89,material,0
89,deposits,0
89,and,0
89,some,0
89,that,0
89,were,0
89,lower,0
89,.,0
90,Over,0
90,the,0
90,years,0
90,",",0
90,the,0
90,hills,0
90,experienced,0
90,extreme,0
90,erosions,0
90,and,0
90,glaciations,0
90,processes,0
90,thus,0
